Label,SMS_Message
ham,"4 tacos + 1 rajas burrito, right?"
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,Great! I have to run now so ttyl!
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,"Okey dokey, i'll be over in a bit just sorting some stuff out."
ham,"Looks like you found something to do other than smoke, great job!"
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
ham,"Sorry, I'll call later"
ham,Yes there were many sweets
ham,Then dun wear jeans lor...
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,"Yes..but they said its IT.,"
ham,Not a drop in the tank
ham,Ok pa. Nothing problem:-)
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor..."
ham,Excellent! Are you ready to moan and scream in ecstasy?
ham,I'm home...
ham,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed
ham,So u wan 2 come for our dinner tonight a not?
ham,"It's ok, at least armand's still around"
ham,Oh yeah I forgot. U can only take 2 out shopping at once.
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
ham,Jus finished avatar nigro
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,"Are you being good, baby? :)"
ham,S.this will increase the chance of winning.
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,Yeah but which is worse for i
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham,Gud ni8.swt drms.take care
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
ham,Did you try making another butt.
spam,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50
ham,Hope you are having a great day.
ham,My birthday is on feb &lt;#&gt; da. .
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
ham,Lol no. U can trust me.
ham,No she didnt. I will search online and let you know.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,Cuz ibored. And don wanna study
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,"Aight, tomorrow around &lt;#&gt; it is"
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,"House-Maid is the murderer, coz the man was murdered on &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"It's cool, let me know before it kicks off around &lt;#&gt; , I'll be out and about all day"
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Can ü call me at 10:10 to make sure dat i've woken up...
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL
ham,Once free call me sir. I am waiting for you.
ham,From tomorrow onwards eve 6 to 3 work.
ham,I accidentally deleted the message. Resend please.
ham,Good. Good job. I like entrepreneurs
ham,I'm hungry buy smth home...
ham,On the road so cant txt
ham,U calling me right? Call my hand phone...
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
ham,"Solve d Case : A Man Was Found Murdered On &lt;DECIMAL&gt; . &lt;#&gt; AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,Those ducking chinchillas
ham,I want to send something that can sell fast. &lt;#&gt; k is not easy money.
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,K.:)you are the only girl waiting in reception ah?
ham,It means u could not keep ur words.
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,Yar but they say got some error.
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
spam,"accordingly. I repeat, just text the word ok on your mobile phone and send"
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,Well i will watch shrek in 3D!!B)
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
ham,"life alle mone,eppolum oru pole allalo"
ham,"Didn't try, g and I decided not to head out"
ham,I have gone into get info bt dont know what to do
ham,Tired. I haven't slept well the past few nights.
ham,She told to hr that he want posting in chennai:)because i'm working here:)
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
ham,If i said anything wrong sorry de:-)
ham,Armand says get your ass over to epsilon
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020"
ham,Auntie huai juan never pick up her phone
ham,Many times we lose our best ones bcoz we are
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,My uncles in Atlanta. Wish you guys a great semester.
ham,", ow u dey.i paid 60,400thousad.i told u would call ."
ham,I love working from home :)
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Ü got wat to buy tell us then ü no need to come in again.
ham,Mode men or have you left.
ham,I'm freezing and craving ice. Fml
ham,Unlimited texts. Limited minutes.
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,"Ya tel, wats ur problem.."
ham,"And very importantly, all we discuss is between u and i only."
ham,Aight do you still want to get money
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,True. Its easier with her here.
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
ham,No one interested. May be some business plan.
ham,get ready to moan and scream :)
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,Pls help me tell Ashley that i cant find her number oh
ham,K:)k..its good:)when are you going?
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da"
ham,"Its ok, if anybody asks abt me, u tel them..:-P"
ham,Then ü come n pick me at 530 ar?
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,Aiya we discuss later lar... Pick ü up at 4 is it?
ham,Well if I'm that desperate I'll just call armand again
ham,We stopped to get ice cream and will go back after
spam,"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,Finished class where are you.
ham,I see a cup of coffee animation
ham,"Alright, we're all set here, text the man"
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt; 9+2+4= &lt;#&gt; 8+6+3= &lt;#&gt; then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,Watching tv lor...
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Dear i am not denying your words please
ham,Stupid auto correct on my phone
ham,I will see in half an hour
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,"Sir, i am waiting for your call, once free please call me."
ham,How are you enjoying this semester? Take care brother.
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!"
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
ham,I called but no one pick up e phone. I ask both of them already they said ok.
ham,Thank You meet you monday
ham,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...
ham,"Aight, I'll hit you up when I get some cash"
ham,I'm wif him now buying tix lar...
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,How come u got nothing to do?
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324"
ham,Talk to g and x about that
ham,"I wake up long ago already... Dunno, what other thing?"
ham,"K, can I pick up another 8th when you're done?"
ham,....photoshop makes my computer shut down.
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
spam,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
ham,Stupid.its not possible
ham,Ü comin to fetch us oredi...
ham,Later i guess. I needa do mcat study too.
ham,Yeah get the unlimited
ham,"Yup. Anything lor, if u dun wan it's ok..."
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Should i send you naughty pix? :)
ham,What u talking bout early morning? It's almost noon where your at!
ham,I love to give massages. I use lots of baby oil... What is your fave position?
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,K come to nordstrom when you're done
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,"Well, I was about to give up cos they all said no they didn't do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?"
ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
ham,Same as kallis dismissial in 2nd test:-).
ham,"Yup, leaving right now, be back soon"
ham,"I'm in a meeting, call me later at"
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too."
ham,Alright. I'm out--have a good night!
ham,The bus leaves at &lt;#&gt;
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair.
ham,The hair cream has not been shipped.
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Oh:)as usual vijay film or its different?
ham,I want snow. It's just freezing and windy.
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
ham,"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care"
ham,I was just callin to say hi. Take care bruv!
ham,Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
ham,"Sorry, I'll call later"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
ham,Yar else i'll thk of all sorts of funny things.
ham,when you and derek done with class?
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
ham,Ok i go change also...
spam,You have 1 new message. Call 0207-083-6089
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
ham,Ok.
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
spam,TBS/PERSOLVO. been chasing us since Sept for£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
ham,How much for an eighth?
ham,Ü log off 4 wat. It's sdryb8i
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham,Really dun bluff me leh... U sleep early too. Nite...
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
ham,"I'm home, my love ... If your still awake ... *loving kiss*"
ham,Are you plans with your family set in stone ?
ham,"Sorry sir, i will call you tomorrow. senthil.hsbc"
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham,Now i'm going for lunch.
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Great! How is the office today?
ham,Are you willing to go for apps class.
ham,We'll join the &lt;#&gt; bus
ham,Yup... From what i remb... I think should be can book...
ham,I'm in class. Did you get my text.
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,My drive can only be read. I need to write
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
ham,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
ham,Two teams waiting for some players
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
ham,I will come tomorrow di
ham,Ya:)going for restaurant..
ham,Which channel:-):-):):-).
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,K.i did't see you.:)k:)where are you now?
ham,Where are the garage keys? They aren't on the bookshelf
ham,Change again... It's e one next to escalator...
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Have you seen who's back at Holby?!
ham,As if i wasn't having enough trouble sleeping.
ham,And you! Will expect you whenever you text! Hope all goes well tomo
ham,Ok which your another number
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Pls send me the correct name da.
ham,Nvm it's ok...
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,No plm i will come da. On the way.
ham,That is wondar full flim.
ham,"Alright if you're sure, let me know when you're leaving"
ham,"aight we can pick some up, you open before tonight?"
ham,Dude how do you like the buff wind.
ham,Then u drive lor.
ham,Good morning princess! Have a great day!
spam,"URGENT! Last weekend's draw shows that you have won £1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm"
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
ham,"Ya, told..she was asking wats matter?"
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs.."
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,But you were together so you should be thinkin about him
ham,I anything lor...
ham,i see. When we finish we have loads of loans to pay
ham,What's the significance?
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Leave it de:-). Start Prepare for next:-)..
ham,Din i tell u jus now 420
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,"Great. I'm in church now, will holla when i get out"
ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,U sick still can go shopping?
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
ham,"The affidavit says &lt;#&gt; E Twiggs St, division g, courtroom &lt;#&gt; , &lt;TIME&gt; AM. I'll double check and text you again tomorrow"
ham,No break time one... How... I come out n get my stuff fr ü?
ham,He is there. You call and meet him
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,"Sorry, I'll call later in meeting."
ham,Yup ü not comin :-(
ham,Ugh. Gotta drive back to sd from la. My butt is sore.
ham,Draw va?i dont think so:)
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
ham,Goodnight da thangam I really miss u dear.
ham,This is my number by vivek..
ham,This phone has the weirdest auto correct.
ham,I dled 3d its very imp
ham,K..k..i'm also fine:)when will you complete the course?
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
ham,have got * few things to do. may be in * pub later.
ham,Every monday..nxt week vl be completing..
ham,I like dis sweater fr mango but no more my size already so irritating.
ham,Much better now thanks lol
ham,I'm working technical support :)voice process.
ham,"Aight yo, dats straight dogg"
ham,"I shall book chez jules for half eight, if that's ok with you?"
ham,I had askd u a question some hours before. Its answer
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,Ok then i will come to ur home after half an hour
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,In sch but neva mind u eat 1st lor..
ham,In meeting da. I will call you
ham,Pls i wont belive god.not only jesus.
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,Loosu go to hospital. De dont let it careless.
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
spam,85233 FREE>Ringtone!Reply REAL
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
ham,I'm now but have to wait till 2 for the bus to pick me.
ham,Wot u up 2 u weirdo?
ham,"Dear, will call Tmorrow.pls accomodate."
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
ham,Hey what's up charles sorry about the late reply.
ham,May i call You later Pls
ham,"Sorry, I'll call later"
ham,What happen dear tell me
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,Can you please send me my aunty's number
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
ham,Yup having my lunch buffet now.. U eat already?
ham,Lol! Oops sorry! Have fun.
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,I'm job profile seems like bpo..
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
ham,No da. . Vijay going to talk in jaya tv
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,S but not able to sleep.
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise &lt;#&gt; from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,Oh ok wait 4 me there... My lect havent finish
ham,Some of them told accenture is not confirm. Is it true.
ham,Mm feeling sleepy. today itself i shall get that dear
ham,I'm fine. Hope you are also
ham,Ok. There may be a free gym about.
ham,"Ta-Daaaaa! I am home babe, are you still up ?"
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,Hi' Test on &lt;#&gt; rd ....
ham,Big brother's really scraped the barrel with this shower of social misfits
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,As usual u can call me ard 10 smth.
ham,When/where do I pick you up
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,I'll talk to the others and probably just come early tomorrow then
ham,"Princess, i like to make love &lt;#&gt; times per night. Hope thats not a problem!"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
